"temp","temp contact load","Points:0","Points:1","Points:2"
-1.0734,1.1135e-08,0.11111,0.078125,0
-1.0782,1.1562e-08,0.12698,0.078125,0
-1.082,1.1414e-08,0.14286,0.078125,0
-1.0847,1.062e-08,0.15873,0.078125,0
-1.0865,9.6158e-09,0.1746,0.078125,0
-1.0874,7.7896e-09,0.19048,0.078125,0
-1.0873,5.5478e-09,0.20635,0.078125,0
-1.0863,3.2584e-09,0.22222,0.078125,0
-1.0843,1.1744e-09,0.2381,0.078125,0
-1.0814,-8.1784e-10,0.25397,0.078125,0
-1.0774,-2.987e-09,0.26984,0.078125,0
-1.0725,-4.1296e-09,0.28571,0.078125,0
-1.0664,-5.655e-09,0.30159,0.078125,0
-1.0591,-7.3816e-09,0.31746,0.078125,0
-1.0506,-8.4691e-09,0.33333,0.078125,0
-1.0406,-8.9419e-09,0.34921,0.078125,0
-1.029,-9.4919e-09,0.36508,0.078125,0
-1.0156,-9.738e-09,0.38095,0.078125,0
-1.0001,-8.8056e-09,0.39683,0.078125,0
-0.98211,-7.8439e-09,0.4127,0.078125,0
-0.96125,-7.203e-09,0.42857,0.078125,0
-0.93688,-6.3207e-09,0.44444,0.078125,0
-0.90826,-4.534e-09,0.46032,0.078125,0
-0.87453,-3.6951e-09,0.47619,0.078125,0
-0.83483,-3.0778e-09,0.49206,0.078125,0
-0.78856,-2.7976e-09,0.50794,0.078125,0
-0.73556,-1.3527e-09,0.52381,0.078125,0
-0.67629,-3.4335e-10,0.53968,0.078125,0
-0.61167,4.6986e-10,0.55556,0.078125,0
-0.54277,1.5981e-10,0.57143,0.078125,0
-0.47059,4.3368e-11,0.5873,0.078125,0
-0.39619,-1.4157e-05,0.60317,0.078125,0
-0.31983,0.0086231,0.61905,0.078125,0
-0.25022,0.0098154,0.63492,0.078125,0
-0.18806,0.010423,0.65079,0.078125,0
-0.13397,0.010953,0.66667,0.078125,0
-0.088494,0.011398,0.68254,0.078125,0
-0.052073,0.011754,0.69841,0.078125,0
-0.025072,0.012018,0.71429,0.078125,0
-0.0077608,0.012187,0.73016,0.078125,0
-0.00031082,0.01226,0.74603,0.078125,0
-0.0027962,0.012236,0.7619,0.078125,0
-0.015192,0.012115,0.77778,0.078125,0
-0.037376,0.011898,0.79365,0.078125,0
-0.069126,0.011587,0.80952,0.078125,0
-0.11013,0.011186,0.8254,0.078125,0
-0.15997,0.010698,0.84127,0.078125,0
-0.21817,0.010129,0.85714,0.078125,0
-0.28413,0.0094836,0.87302,0.078125,0
-0.35721,0.0087687,0.88889,0.078125,0
-0.43668,0.0079912,0.90476,0.078125,0
-0.52175,0.007159,0.92063,0.078125,0
-0.61157,0.0062803,0.93651,0.078125,0
-0.70524,0.0053638,0.95238,0.078125,0
-0.80185,0.0044187,0.96825,0.078125,0
-0.90043,0.0034542,0.98413,0.078125,0
-1,-0.096772,1,0.078125,0
-1,0.018589,0,0.09375,0
-1.0177,3.2875e-09,0.015873,0.09375,0
-1.0331,6.5303e-09,0.031746,0.09375,0
-1.0465,9.1773e-09,0.047619,0.09375,0
-1.058,1.0768e-08,0.063492,0.09375,0
-1.0679,1.2359e-08,0.079365,0.09375,0
-1.0762,1.3508e-08,0.095238,0.09375,0
-1.0832,1.3904e-08,0.11111,0.09375,0
-1.0888,1.442e-08,0.12698,0.09375,0
-1.0932,1.4557e-08,0.14286,0.09375,0
-1.0965,1.3634e-08,0.15873,0.09375,0
-1.0986,1.2221e-08,0.1746,0.09375,0
-1.0995,1.0526e-08,0.19048,0.09375,0
-1.0994,8.2599e-09,0.20635,0.09375,0
-1.0982,5.3284e-09,0.22222,0.09375,0
-1.0959,2.9764e-09,0.2381,0.09375,0
-1.0925,1.015e-09,0.25397,0.09375,0
-1.0879,-1.5245e-09,0.26984,0.09375,0
-1.082,-3.3151e-09,0.28571,0.09375,0
-1.0749,-4.9357e-09,0.30159,0.09375,0
-1.0664,-6.5808e-09,0.31746,0.09375,0
-1.0565,-8.2611e-09,0.33333,0.09375,0
-1.0449,-8.8078e-09,0.34921,0.09375,0
-1.0315,-9.0964e-09,0.36508,0.09375,0
-1.0161,-9.6746e-09,0.38095,0.09375,0
-0.99839,-9.3229e-09,0.39683,0.09375,0
-0.97808,-8.1894e-09,0.4127,0.09375,0
-0.95474,-7.0956e-09,0.42857,0.09375,0
-0.92788,-6.6381e-09,0.44444,0.09375,0
-0.89693,-5.6045e-09,0.46032,0.09375,0
-0.86131,-3.925e-09,0.47619,0.09375,0
-0.82048,-2.3528e-09,0.49206,0.09375,0
-0.77408,-1.0794e-09,0.50794,0.09375,0
-0.72208,-5.9515e-10,0.52381,0.09375,0
-0.66476,-1.6609e-10,0.53968,0.09375,0
-0.60266,-1.837e-10,0.55556,0.09375,0
-0.53649,9.7038e-11,0.57143,0.09375,0
-0.46697,1.3234e-10,0.5873,0.09375,0
-0.39466,1.8666e-10,0.60317,0.09375,0
-0.31983,0.0075847,0.61905,0.09375,0
-0.25022,0.0098154,0.63492,0.09375,0
-0.18806,0.010423,0.65079,0.09375,0
-0.13397,0.010953,0.66667,0.09375,0
-0.088494,0.011398,0.68254,0.09375,0
-0.052073,0.011754,0.69841,0.09375,0
-0.025072,0.012018,0.71429,0.09375,0
-0.0077608,0.012187,0.73016,0.09375,0
-0.00031082,0.01226,0.74603,0.09375,0
-0.0027962,0.012236,0.7619,0.09375,0
-0.015192,0.012115,0.77778,0.09375,0
-0.037376,0.011898,0.79365,0.09375,0
-0.069126,0.011587,0.80952,0.09375,0
-0.11013,0.011186,0.8254,0.09375,0
-0.15997,0.010698,0.84127,0.09375,0
-0.21817,0.010129,0.85714,0.09375,0
-0.28413,0.0094836,0.87302,0.09375,0
-0.35721,0.0087687,0.88889,0.09375,0
-0.43668,0.0079912,0.90476,0.09375,0
-0.52175,0.007159,0.92063,0.09375,0
-0.61157,0.0062803,0.93651,0.09375,0
-0.70524,0.0053638,0.95238,0.09375,0
-0.80185,0.0044187,0.96825,0.09375,0
-0.90043,0.0034542,0.98413,0.09375,0
-1,-0.096772,1,0.09375,0
-1,0.020075,0,0.10938,0
-1.0192,3.4266e-09,0.015873,0.10938,0
-1.0361,6.8887e-09,0.031746,0.10938,0
-1.0508,9.5849e-09,0.047619,0.10938,0
-1.0636,1.1244e-08,0.063492,0.10938,0
-1.0747,1.2853e-08,0.079365,0.10938,0
-1.084,1.4007e-08,0.095238,0.10938,0
-1.0918,1.4377e-08,0.11111,0.10938,0
-1.0982,1.4481e-08,0.12698,0.10938,0
-1.1032,1.455e-08,0.14286,0.10938,0
-1.1068,1.3643e-08,0.15873,0.10938,0
-1.1092,1.1767e-08,0.1746,0.10938,0
-1.1103,9.657e-09,0.19048,0.10938,0
-1.1102,7.1463e-09,0.20635,0.10938,0
-1.1088,3.9541e-09,0.22222,0.10938,0
-1.1062,1.0335e-09,0.2381,0.10938,0
-1.1023,-1.4008e-09,0.25397,0.10938,0
-1.097,-3.9919e-09,0.26984,0.10938,0
-1.0904,-6.2977e-09,0.28571,0.10938,0
-1.0824,-8.0782e-09,0.30159,0.10938,0
-1.0728,-9.415e-09,0.31746,0.10938,0
-1.0615,-1.1353e-08,0.33333,0.10938,0
-1.0485,-1.2232e-08,0.34921,0.10938,0
-1.0335,-1.2399e-08,0.36508,0.10938,0
-1.0163,-1.2134e-08,0.38095,0.10938,0
-0.99678,-1.2196e-08,0.39683,0.10938,0
-0.97451,-1.1651e-08,0.4127,0.10938,0
-0.94917,-1.0203e-08,0.42857,0.10938,0
-0.92039,-8.9641e-09,0.44444,0.10938,0
-0.88772,-7.7998e-09,0.46032,0.10938,0
-0.85076,-6.8421e-09,0.47619,0.10938,0
-0.80917,-4.8942e-09,0.49206,0.10938,0
-0.76272,-3.3478e-09,0.50794,0.10938,0
-0.71142,-1.9218e-09,0.52381,0.10938,0
-0.65544,-1.5397e-09,0.53968,0.10938,0
-0.59515,-6.2445e-10,0.55556,0.10938,0
-0.53101,-2.5402e-10,0.57143,0.10938,0
-0.46349,7.2017e-11,0.5873,0.10938,0
-0.39301,-1.1184e-10,0.60317,0.10938,0
-0.31983,0.0060395,0.61905,0.10938,0
-0.25022,0.0098154,0.63492,0.10938,0
-0.18806,0.010423,0.65079,0.10938,0
-0.13397,0.010953,0.66667,0.10938,0
-0.088494,0.011398,0.68254,0.10938,0
-0.052073,0.011754,0.69841,0.10938,0
-0.025072,0.012018,0.71429,0.10938,0
-0.0077608,0.012187,0.73016,0.10938,0
-0.00031082,0.01226,0.74603,0.10938,0
-0.0027962,0.012236,0.7619,0.10938,0
-0.015192,0.012115,0.77778,0.10938,0
-0.037376,0.011898,0.79365,0.10938,0
-0.069126,0.011587,0.80952,0.10938,0
-0.11013,0.011186,0.8254,0.10938,0
-0.15997,0.010698,0.84127,0.10938,0
-0.21817,0.010129,0.85714,0.10938,0
-0.28413,0.0094836,0.87302,0.10938,0
-0.35721,0.0087687,0.88889,0.10938,0
-0.43668,0.0079912,0.90476,0.10938,0
-0.52175,0.007159,0.92063,0.10938,0
-0.61157,0.0062803,0.93651,0.10938,0
-0.70524,0.0053638,0.95238,0.10938,0
-0.80185,0.0044187,0.96825,0.10938,0
-0.90043,0.0034542,0.98413,0.10938,0
-1,-0.096772,1,0.10938,0
-1,0.021362,0,0.125,0
-1.0205,3.9794e-09,0.015873,0.125,0
-1.0386,7.7688e-09,0.031746,0.125,0
-1.0546,1.0879e-08,0.047619,0.125,0
-1.0685,1.328e-08,0.063492,0.125,0
-1.0806,1.5087e-08,0.079365,0.125,0
-1.0909,1.6303e-08,0.095238,0.125,0
-1.0995,1.717e-08,0.11111,0.125,0
-1.1065,1.7229e-08,0.12698,0.125,0
-1.112,1.7091e-08,0.14286,0.125,0
-1.116,1.6188e-08,0.15873,0.125,0
-1.1186,1.4351e-08,0.1746,0.125,0
-1.1199,1.2068e-08,0.19048,0.125,0
-1.1197,9.4461e-09,0.20635,0.125,0
-1.1182,6.5396e-09,0.22222,0.125,0
-1.1153,3.2199e-09,0.2381,0.125,0
-1.1109,2.1122e-10,0.25397,0.125,0
-1.1051,-2.26e-09,0.26984,0.125,0
-1.0977,-4.8437e-09,0.28571,0.125,0
-1.0888,-7.2312e-09,0.30159,0.125,0
-1.0782,-8.6929e-09,0.31746,0.125,0
-1.0658,-9.9813e-09,0.33333,0.125,0
-1.0515,-1.0826e-08,0.34921,0.125,0
-1.0352,-1.159e-08,0.36508,0.125,0
-1.0165,-1.1233e-08,0.38095,0.125,0
-0.99535,-1.1059e-08,0.39683,0.125,0
-0.97145,-1.0895e-08,0.4127,0.125,0
-0.9445,-1.0284e-08,0.42857,0.125,0
-0.91421,-8.8739e-09,0.44444,0.125,0
-0.88024,-7.3058e-09,0.46032,0.125,0
-0.84231,-6.2066e-09,0.47619,0.125,0
-0.80017,-5.1851e-09,0.49206,0.125,0
-0.75371,-3.9461e-09,0.50794,0.125,0
-0.70291,-2.414e-09,0.52381,0.125,0
-0.6479,-1.2671e-09,0.53968,0.125,0
-0.58893,-3.632e-10,0.55556,0.125,0
-0.52632,-2.0147e-10,0.57143,0.125,0
-0.4604,-1.6514e-10,0.5873,0.125,0
-0.39148,-2.566e-10,0.60317,0.125,0
-0.31983,0.00456,0.61905,0.125,0
-0.25022,0.0098154,0.63492,0.125,0
-0.18806,0.010423,0.65079,0.125,0
-0.13397,0.010953,0.66667,0.125,0
-0.088494,0.011398,0.68254,0.125,0
-0.052073,0.011754,0.69841,0.125,0
-0.025072,0.012018,0.71429,0.125,0
-0.0077608,0.012187,0.73016,0.125,0
-0.00031082,0.01226,0.74603,0.125,0
-0.0027962,0.012236,0.7619,0.125,0
-0.015192,0.012115,0.77778,0.125,0
-0.037376,0.011898,0.79365,0.125,0
-0.069126,0.011587,0.80952,0.125,0
-0.11013,0.011186,0.8254,0.125,0
-0.15997,0.010698,0.84127,0.125,0
-0.21817,0.010129,0.85714,0.125,0
-0.28413,0.0094836,0.87302,0.125,0
-0.35721,0.0087687,0.88889,0.125,0
-0.43668,0.0079912,0.90476,0.125,0
-0.52175,0.007159,0.92063,0.125,0
-0.61157,0.0062803,0.93651,0.125,0
-0.70524,0.0053638,0.95238,0.125,0
-0.80185,0.0044187,0.96825,0.125,0
-0.90043,0.0034542,0.98413,0.125,0
-1,-0.096772,1,0.125,0
-1,0.022482,0,0.14062,0
-1.0216,4.175e-09,0.015873,0.14062,0
-1.0409,7.772e-09,0.031746,0.14062,0
-1.0579,1.0723e-08,0.047619,0.14062,0
